year,month,day,temp,humidity,sun,wind
2009,5,5,17.6,80,0,1.8
2009,5,6,18.3,84,0,1.8
2009,5,7,19.9,87,0.2,2.2
2009,5,8,23.8,71,6.2,4
2009,5,9,28.4,58,12.2,2.8
2009,5,10,30.6,49,10.4,2.3
2009,5,11,31.6,40,10.4,2.4
2009,5,12,31,51,10,2.3
2009,5,13,25.6,55,9.3,5
2009,5,14,24,32,12.7,5.4
2009,5,15,22.5,49,8.3,3.5
2009,5,16,18.2,77,0,2.7
2009,5,17,20.9,88,0,3.1
2009,5,18,26,45,11.8,3.4
2009,5,19,25.1,53,3.2,1.4
2009,5,20,31.5,44,11.9,2.5
2009,5,21,25.1,57,0.5,2.8
2009,5,22,22,76,0.4,3.4
2009,5,23,26.8,55,10.4,4.3
2009,5,24,24.4,57,3.3,3.5
2009,5,25,27.1,53,12.3,3.6
2009,5,26,28.2,55,10.2,2.7
2009,5,27,26,62,4.3,2.4
2009,5,28,21.7,71,0,1.9
2009,5,29,28.8,64,7.4,2.7
2009,5,30,26.4,68,4.5,2.7
2009,5,31,25.3,66,6.2,4
2009,6,1,27.3,40,13.3,4.4
2009,6,2,27.8,45,11.8,2.4
2009,6,3,25.1,52,0.8,3.3
2009,6,4,25,61,1.3,2.6
2009,6,5,19.5,84,0,1.4
2009,6,6,27.7,67,5.9,2.8
2009,6,7,28.8,57,13,4.3
2009,6,8,28,57,8.1,2.2
2009,6,9,26.8,61,1.2,1.9
2009,6,10,24.8,75,0,3.3
2009,6,11,26.5,67,5.6,3.9
2009,6,12,29.6,51,8.9,2.3
2009,6,13,29.1,54,5.3,1.6
2009,6,14,29.8,51,9.8,3.1
2009,6,15,30.4,54,10.9,3.2
2009,6,16,28.4,70,3.9,2.4
2009,6,17,29.7,57,12,2.4
2009,6,18,26.8,74,1,2
2009,6,19,29.1,66,9.6,2.7
2009,6,20,28.3,66,3.6,3.2
2009,6,21,27.6,83,1.1,1.7
2009,6,22,28.1,82,0.3,3.4
2009,6,23,31.8,63,6.1,2.8
2009,6,24,30.4,62,4.5,3.5
2009,6,25,32.4,51,8.4,2.5
2009,6,26,32.4,57,7.8,1.8
2009,6,27,31.9,56,9.5,2.7
2009,6,28,30.3,62,4.2,2.2
2009,6,29,29.2,74,4.8,2.5
2009,6,30,27.9,81,0.1,1.7
2009,7,1,31.5,75,5.5,2.6
2009,7,2,28.2,73,1.2,2.2
2009,7,3,28.4,72,1.2,1.8
2009,7,4,30,64,10.4,2.3
2009,7,5,29,68,3.1,2.4
2009,7,6,26.8,83,0.2,2.4
2009,7,7,30.8,76,3.5,4.4
2009,7,8,27.6,82,0.4,2.7
2009,7,9,31.6,73,1.7,2.9
2009,7,10,29.8,71,0.5,3
2009,7,11,30.2,60,4,2.6
2009,7,12,31.6,63,4.3,2
2009,7,13,33.7,67,5,2.8
2009,7,14,35,62,6.7,2.1
2009,7,15,34.9,54,10.7,3.4
2009,7,16,32.7,57,6.7,3.2
2009,7,17,28.4,81,0.3,1.6
2009,7,18,31.7,75,0.9,1.4
2009,7,19,33.2,72,2.9,2.2
2009,7,20,30.5,70,3.9,2.2
2009,7,21,26.8,79,0,3
2009,7,22,28.7,78,0.5,2
2009,7,23,30.7,73,5.1,2.7
2009,7,24,31.6,72,3.7,2.9
2009,7,25,32.5,75,2.6,3.5
2009,7,26,32,78,1.4,2.7
2009,7,27,27.7,85,0.9,3
2009,7,28,27.1,84,0,2.3
2009,7,29,28.6,84,0.1,4.1
2009,7,30,32.6,69,7.9,2.4
2009,7,31,27.9,76,0,2.7
2009,8,1,24.7,87,0,1.3
2009,8,2,26.6,87,0,1.5
2009,8,3,32.7,72,12.2,2.3
2009,8,4,34.2,62,12.8,2.5
2009,8,5,33.5,70,4.5,2.5
2009,8,6,30.4,75,0.4,2.5
2009,8,7,32.6,73,1.8,2.2
2009,8,8,34.3,67,9.7,2.5
2009,8,9,31.1,70,0.3,2.3
2009,8,10,29.6,80,0,2.7
2009,8,11,35.2,67,9.1,4.6
2009,8,12,34.8,65,11,2.3
2009,8,13,33.7,72,2.4,2
2009,8,14,33,58,12.7,4.1
2009,8,15,31.9,61,2.2,2.4
2009,8,16,32.8,59,7.2,2.2
2009,8,17,34.1,61,12.1,2.6
2009,8,18,31.5,66,3.9,2.6
2009,8,19,31.5,64,4.8,2.3
2009,8,20,32.5,61,9.7,2.3
2009,8,21,30.4,71,0.9,1.6
2009,8,22,31.4,71,3,1.8
2009,8,23,30.7,54,6.6,3.4
2009,8,24,31.9,47,12.5,4.8
2009,8,25,30.1,55,9.6,2.9
2009,8,26,30.3,58,3.9,2.8
2009,8,27,30.8,57,7.4,2.6
2009,8,28,32.5,60,7.8,2.1
2009,8,29,33.4,64,4.3,2.1
2009,8,30,34,58,9.2,2.7
2009,8,31,32.1,60,7.6,5.1
2009,9,1,33,53,12.3,3.6
2009,9,2,30.9,62,2.7,2.3
2009,9,3,28.5,67,0.2,2.2
2009,9,4,30.7,68,1.3,1.9
2009,9,5,32.6,60,10.9,2.5
2009,9,6,34,60,8.6,2.6
2009,9,7,32.5,59,9,2
2009,9,8,34.6,55,11.8,4.9
2009,9,9,30.1,49,7.7,5
2009,9,10,30.2,44,10.2,4.8
2009,9,11,30.1,46,6.5,2
2009,9,12,23.5,77,0,1.8
2009,9,13,28.6,61,9.8,3.7
2009,9,14,27.8,60,7.5,2.7
2009,9,15,22.1,79,0,1.6
2009,9,16,29.6,56,11.7,3.6
2009,9,17,28.1,56,7.2,2.5
2009,9,18,27.2,60,2.1,2.1
2009,9,19,30.5,50,9.2,4.4
2009,9,20,29.5,47,11.7,3.1
2009,9,21,28.1,61,6,3.1
2009,9,22,25,72,0,1.9
2009,9,23,25.9,71,0,1.3
2009,9,24,30.9,61,9.2,1.7
2009,9,25,31.5,58,10.4,1.9
2009,9,26,31.5,60,7.7,2.3
2009,9,27,30.1,59,8.6,2.9
2009,9,28,26.8,69,0.2,2.5
2009,9,29,26.1,77,0,2
2009,9,30,22.7,86,0,1.5
2010,5,1,21.1,46,11.9,2.8
2010,5,2,23.7,46,12.6,2.2
2010,5,3,26.2,46,9.9,2.2
2010,5,4,28.7,50,8.3,1.8
2010,5,5,29.2,57,10.1,3
2010,5,6,26.9,62,7.1,4.3
2010,5,7,20.1,79,0.4,3.8
2010,5,8,27.5,37,9.8,3.9
2010,5,9,27.1,38,9.9,3
2010,5,10,21,63,0.1,1.9
2010,5,11,17.2,82,0,1.9
2010,5,12,19.4,55,11.6,6.5
2010,5,13,18.8,48,13.1,6.4
2010,5,14,20.9,46,13,5.4
2010,5,15,22.3,50,11.6,3
2010,5,16,24.7,57,9.8,2
2010,5,17,27.3,55,12.4,2.5
2010,5,18,25.4,58,6.3,4.3
2010,5,19,19.5,84,0,4.5
2010,5,20,27,71,1.1,2.7
2010,5,21,31.5,42,12,3.2
2010,5,22,28.5,52,7.1,2.8
2010,5,23,22,78,0,2.2
2010,5,24,22.6,86,0,3
2010,5,25,26.1,70,6,2.8
2010,5,26,22.3,66,1.5,4.3
2010,5,27,22,59,12.5,6.8
2010,5,28,23.6,53,10.8,4.8
2010,5,29,25.2,53,10,3
2010,5,30,24.4,57,7.5,3.3
2010,5,31,23.3,55,8.9,3
2010,6,1,24.6,54,8,2.9
2010,6,2,26.9,56,11.1,2.7
2010,6,3,28.3,51,9.6,2.7
2010,6,4,29.2,45,12.3,2.5
2010,6,5,30.1,44,13.1,2.9
2010,6,6,27.5,59,6.8,2.7
2010,6,7,25.3,65,0.7,2
2010,6,8,23.4,64,1,2
2010,6,9,28.5,59,4.7,2.3
2010,6,10,31.4,53,13.1,2.8
2010,6,11,29.4,59,10.8,2.9
2010,6,12,30.8,62,10.5,3
2010,6,13,26,69,0,3.2
2010,6,14,23.2,83,0,1.8
2010,6,15,26.2,82,0.4,2.4
2010,6,16,30.2,67,11.9,4.8
2010,6,17,32.7,59,11.7,2.6
2010,6,18,26,80,0,2
2010,6,19,29.8,80,1.9,2.1
2010,6,20,27.7,81,0.1,2
2010,6,21,29.5,72,1.7,2.2
2010,6,22,30.4,72,1.9,1.8
2010,6,23,26.4,74,1.2,3.4
2010,6,24,30.8,56,9.8,2.6
2010,6,25,28.7,68,2.7,1.6
2010,6,26,25.9,85,0,4
2010,6,27,30.3,84,0.9,2.3
2010,6,28,34.3,68,6.3,1.8
2010,6,29,31.8,69,1.3,2.7
2010,6,30,33.4,58,9.9,3
2010,7,1,33.5,62,6.8,2.4
2010,7,2,29.5,71,1.3,2.2
2010,7,3,25.8,83,0,2.4
2010,7,4,31.7,74,5.6,3.3
2010,7,5,33.1,62,9.1,2.5
2010,7,6,31.9,68,1.6,2.1
2010,7,7,30.2,77,0.7,2.1
2010,7,8,31.9,69,8.9,2.1
2010,7,9,25.9,81,0,2.4
2010,7,10,31.4,69,10.7,2
2010,7,11,25.8,81,0,3.2
2010,7,12,31.6,82,1.5,3.4
2010,7,13,26.8,84,0,2.3
2010,7,14,27.5,86,0,3.2
2010,7,15,29.9,81,0.5,3.4
2010,7,16,32.5,74,2.5,2.6
2010,7,17,32.5,67,10.7,3
2010,7,18,32.2,67,7,2.3
2010,7,19,34.2,64,9.1,2.3
2010,7,20,35.1,63,11.9,2.1
2010,7,21,36.4,60,12.4,2.4
2010,7,22,38,52,13.1,2.6
2010,7,23,36.6,51,12.9,3.5
2010,7,24,37.3,51,12.5,3.1
2010,7,25,37.2,47,13,3.1
2010,7,26,37.7,53,11.9,2.7
2010,7,27,35.9,59,8.5,2.4
2010,7,28,33.6,62,9.2,4.2
2010,7,29,27.1,83,0,4.7
2010,7,30,33.2,77,5.4,2
2010,7,31,33.6,69,3.7,1.8
2010,8,1,35.4,62,8,2.8
2010,8,2,36,61,7.4,2.8
2010,8,3,34.2,67,6.7,3.6
2010,8,4,34,65,8.2,3.6
2010,8,5,33.1,68,5.8,3.6
2010,8,6,34.7,64,8.5,3
2010,8,7,33.9,59,9.5,2.6
2010,8,8,32.4,67,1.5,2.2
2010,8,9,29.8,76,0.6,1.8
2010,8,10,30.5,77,0.5,2.6
2010,8,11,33.2,73,4,4.1
2010,8,12,29.2,79,0.4,3.9
2010,8,13,32.6,72,4.4,1.8
2010,8,14,31.4,79,0,1.5
2010,8,15,33.2,74,1.8,1.4
2010,8,16,35.5,64,9.6,2.8
2010,8,17,36.3,58,12.6,3.1
2010,8,18,37.3,58,12.2,3.1
2010,8,19,33.9,69,3.3,2.7
2010,8,20,33.1,71,3.5,2.9
2010,8,21,34.6,67,7.1,2.5
2010,8,22,35.3,67,6.3,2.2
2010,8,23,35.4,67,6.4,2.5
2010,8,24,35.6,68,6.5,2.7
2010,8,25,35.5,66,7.9,2.9
2010,8,26,34.3,61,8.9,2.9
2010,8,27,34.6,62,7.8,2.6
2010,8,28,35.2,61,11.8,2.6
2010,8,29,35.2,61,11.3,2.4
2010,8,30,36.1,63,9,2.6
2010,8,31,37,64,8.6,2.6
2010,9,1,36.7,62,9.6,3.1
2010,9,2,35.4,62,7.9,2.6
2010,9,3,36.8,56,8.8,2.6
2010,9,4,38,53,11.6,2.9
2010,9,5,36.1,59,8.7,2.4
2010,9,6,35.6,61,8.7,3
2010,9,7,35.7,62,4.9,3.1
2010,9,8,29,77,0,4.3
2010,9,9,33.8,58,9.1,3.1
2010,9,10,33.5,57,11.9,2.2
2010,9,11,35.2,58,10.1,2
2010,9,12,35.6,58,7.1,2.3
2010,9,13,31.5,58,2.3,3.5
2010,9,14,32.4,58,10.4,3.2
2010,9,15,27.1,79,0.1,1.8
2010,9,16,24,85,0.5,1.3
2010,9,17,30.1,63,11.2,4
2010,9,18,30.3,61,10.9,2.5
2010,9,19,32.1,55,7.6,2.4
2010,9,20,30.4,55,3.1,1.9
2010,9,21,31.3,61,4.1,2.4
2010,9,22,33.7,64,7.1,2.1
2010,9,23,25.6,76,0.3,3.1
2010,9,24,22.6,65,0.1,2.2
2010,9,25,27.7,52,10.2,4
2010,9,26,26.7,63,6.2,2.7
2010,9,27,26.9,75,6.3,2.2
2010,9,28,27.5,72,4.7,4.1
2010,9,29,25.9,50,6.9,3.2
2010,9,30,21.3,84,0,1.9
2011,5,1,17.6,91,0,3.6
2011,5,2,23.4,51,10.3,4.5
2011,5,3,18.7,55,1.3,1.7
2011,5,4,24.3,47,9.3,3.7
2011,5,5,24.1,44,8.4,2.7
2011,5,6,22.6,62,2.7,3
2011,5,7,24.7,61,5,2.6
2011,5,8,28.4,47,11.1,3.8
2011,5,9,27.5,49,5.8,2.5
2011,5,10,23.6,90,0.2,1.7
2011,5,11,18.5,97,0,2.7
2011,5,12,20.2,98,0,1.9
2011,5,13,23.4,54,10.1,4.6
2011,5,14,24.5,43,11.3,3.8
2011,5,15,26.5,43,11.3,3
2011,5,16,24.3,61,3.4,2.9
2011,5,17,25.1,59,4.5,2.2
2011,5,18,25.9,48,12.8,2.6
2011,5,19,27.4,54,11.5,2.7
2011,5,20,28.4,60,11.7,2.4
2011,5,21,31,66,9,2.5
2011,5,22,25.5,79,1,2.9
2011,5,23,18.5,85,0,2.5
2011,5,24,21.7,79,4.8,2.7
2011,5,25,25.5,59,7.8,2.2
2011,5,26,24,65,1.6,3.1
2011,5,27,20.5,81,0,2.3
2011,5,28,20,97,0,1.5
2011,5,29,23,98,0,4.9
2011,5,30,24.8,75,7.2,7
2011,5,31,24.5,67,7.7,4.1
2011,6,1,17.2,93,0,2.7
2011,6,2,18.3,96,0,2.1
2011,6,3,25.4,78,4.8,1.9
2011,6,4,28.9,72,10.5,2.2
2011,6,5,26.3,74,2.1,1.8
2011,6,6,29.3,58,11.5,2.6
2011,6,7,24.5,69,0.1,2.6
2011,6,8,27,73,5.2,2.5
2011,6,9,27.7,72,3.6,2.7
2011,6,10,26.2,81,0.1,1.9
2011,6,11,26.3,85,1.7,2.9
2011,6,12,25.4,73,0,2.3
2011,6,13,27.3,74,7.1,3.4
2011,6,14,29,57,9.7,4.8
2011,6,15,27.1,62,5.4,2.7
2011,6,16,23.6,87,0,2.2
2011,6,17,24.6,86,0.1,2.5
2011,6,18,23,91,0,1.7
2011,6,19,24.2,90,0,1.4
2011,6,20,24.2,93,0,2.3
2011,6,21,29.8,81,6.6,2.1
2011,6,22,32,76,5.4,1.8
2011,6,23,34.5,69,8.3,2.9
2011,6,24,34.9,63,9.5,3.3
2011,6,25,34.7,72,8.7,2.6
2011,6,26,31.5,76,2.7,4.7
2011,6,27,31.1,84,3.4,5
2011,6,28,34.7,70,7.4,2.4
2011,6,29,35.6,57,11.9,3.4
2011,6,30,35.8,59,9.5,2.8
2011,7,1,32.6,68,1.5,2.6
2011,7,2,32.5,71,7.7,2.4
2011,7,3,33.2,75,5.1,2.6
2011,7,4,34.8,74,4.3,3.4
2011,7,5,32.8,66,10.2,4
2011,7,6,33.1,65,9.4,3.5
2011,7,7,24.5,96,0,3.5
2011,7,8,34.1,78,6,2
2011,7,9,35.4,72,7.1,2.5
2011,7,10,34.9,71,8.4,2.9
2011,7,11,33.7,69,11.8,2.9
2011,7,12,32.7,73,4.6,2.7
2011,7,13,33.9,69,11.5,2.9
2011,7,14,34,65,10.3,2.6
2011,7,15,35.6,64,13.5,2.5
2011,7,16,34.4,67,8.5,2.7
2011,7,17,35,70,7.9,3
2011,7,18,33.1,71,0.2,3.6
2011,7,19,28,89,0,5.8
2011,7,20,30.6,87,2.3,4.2
2011,7,21,31.1,80,1.9,3.4
2011,7,22,25,79,0,2.2
2011,7,23,32.6,67,11.3,2.1
2011,7,24,30.8,72,5.7,2.9
2011,7,25,28.8,89,1.9,2.6
2011,7,26,30.2,82,1.4,2.7
2011,7,27,30.4,86,0.2,2.2
2011,7,28,33.1,73,3.7,2.6
2011,7,29,32.5,68,3,3.7
2011,7,30,33.1,71,6.1,3.2
2011,7,31,31.3,74,2.9,3.1
2011,8,1,29.5,73,1.1,2.3
2011,8,2,27.7,88,0,1.8
2011,8,3,31.6,76,9.6,2.7
2011,8,4,33.1,70,10.2,2.3
2011,8,5,33.2,74,4.6,3.5
2011,8,6,33.3,74,4.4,2.5
2011,8,7,35.4,66,7.3,2.4
2011,8,8,35.3,71,6.4,2
2011,8,9,35.7,67,9,2.2
2011,8,10,36,64,9.4,2.2
2011,8,11,35,59,7.5,3.9
2011,8,12,36.1,57,11.5,3.9
2011,8,13,36.7,60,10.6,2.8
2011,8,14,36.3,66,8.7,2.5
2011,8,15,34,73,5.6,2.1
2011,8,16,33.7,78,4.3,1.8
2011,8,17,33.2,72,3.9,1.9
2011,8,18,35.6,67,7,2.6
2011,8,19,32.1,74,3.3,2.7
2011,8,20,26.5,89,0,1.8
2011,8,21,25.1,96,0,1.5
2011,8,22,30.8,82,2.4,2.6
2011,8,23,31.7,79,3.4,4.7
2011,8,24,31.9,76,2.9,3
2011,8,25,28,86,0,2.9
2011,8,26,32.9,80,4.3,2
2011,8,27,31,80,5.8,3.1
2011,8,28,31.3,76,5.8,2.6
2011,8,29,32.2,71,9.2,2.5
2011,8,30,33.9,68,8.4,2.3
2011,8,31,33.5,65,2.1,2.3
2011,9,1,32.7,69,2.5,3
2011,9,2,32.7,74,0.3,5.2
2011,9,3,29.8,76,0.1,10.2
2011,9,4,27.5,88,0,6.8
2011,9,5,28.1,84,1.3,3.9
2011,9,6,29,56,11.6,5
2011,9,7,30.2,57,12.3,2.5
2011,9,8,31.1,66,9.8,2.5
2011,9,9,31.1,69,4.9,2
2011,9,10,32.8,72,9.2,2.2
2011,9,11,32.4,71,7.4,3.5
2011,9,12,32.7,71,10,2.6
2011,9,13,32.8,72,8.4,2.4
2011,9,14,33.2,70,10.3,2.5
2011,9,15,33,69,10.3,3
2011,9,16,32.5,70,4.5,3.4
2011,9,17,30.2,84,2.3,5.1
2011,9,18,33,72,8.5,3.1
2011,9,19,33,78,8.3,2.3
2011,9,20,26.2,96,0,2.6
2011,9,21,26.8,85,0,6.2
2011,9,22,26.4,65,6.1,5.7
2011,9,23,26.2,52,11.2,4.4
2011,9,24,26.2,56,11.7,2.6
2011,9,25,26.9,60,6.2,2.7
2011,9,26,21.6,79,0.2,1.7
2011,9,27,27.3,70,10.5,2
2011,9,28,27.8,67,10.4,2.3
2011,9,29,27.9,66,8.4,2.3
2011,9,30,24.8,80,0,2.3
2012,5,1,26.8,64,3.4,3.7
2012,5,2,20.9,84,0,2.8
2012,5,3,26.4,73,5.4,4.3
2012,5,4,21.6,66,7.3,7.1
2012,5,5,26.8,56,11.3,3.7
2012,5,6,22.8,60,5.2,2.7
2012,5,7,24.5,61,6.3,2.5
2012,5,8,25.7,55,6.7,2.2
2012,5,9,21.9,67,3.2,2
2012,5,10,24,56,12,5.6
2012,5,11,21.3,54,12.6,6.7
2012,5,12,20.7,49,13,6.8
2012,5,13,24.1,45,11.9,3
2012,5,14,25.6,53,11.8,3.4
2012,5,15,18.3,92,0,2.8
2012,5,16,25.9,51,10.3,4
2012,5,17,26.3,59,5.2,2.5
2012,5,18,22.6,59,11,5.2
2012,5,19,25.4,50,10.8,2.7
2012,5,20,24.2,59,0.8,2.5
2012,5,21,27,64,7.6,2.4
2012,5,22,22.4,78,0.2,1.6
2012,5,23,26.6,56,8.1,3.7
2012,5,24,28.2,50,8.7,2.3
2012,5,25,21.3,68,0,1.9
2012,5,26,27.4,58,9.5,3.2
2012,5,27,27.2,59,12.5,2.9
2012,5,28,27.1,66,9.1,2.7
2012,5,29,27.8,71,5.7,2.5
2012,5,30,25.4,62,4.4,2.6
2012,5,31,26.5,69,5.5,2.5
2012,6,1,28.6,66,10.7,2.4
2012,6,2,26.8,70,0.8,2.4
2012,6,3,25.8,65,1.6,2.4
2012,6,4,27.6,65,8.3,2.9
2012,6,5,23,68,0,2.3
2012,6,6,30.7,56,9.4,4.5
2012,6,7,27.7,64,6.3,2.4
2012,6,8,29.2,75,6.7,2.9
2012,6,9,21,87,0,2.2
2012,6,10,28.7,65,12.8,4.5
2012,6,11,25.1,72,1.3,3
2012,6,12,21.7,82,0,1.8
2012,6,13,24.3,75,0.8,2.2
2012,6,14,27.8,70,6.4,2.6
2012,6,15,25.8,71,0.6,2.8
2012,6,16,22.6,95,0,2
2012,6,17,28.4,73,6.3,3.6
2012,6,18,31.2,64,2.2,2.1
2012,6,19,25.3,84,0,5.2
2012,6,20,27.4,73,1.3,3.2
2012,6,21,21.7,86,0,1.9
2012,6,22,27.8,72,10.6,5.2
2012,6,23,28.8,56,4,2.7
2012,6,24,27.7,70,3.2,2.3
2012,6,25,25.1,82,1.8,2.8
2012,6,26,23.1,75,0.1,2.4
2012,6,27,26.5,67,5.1,1.9
2012,6,28,27,70,2.9,2.2
2012,6,29,30.6,68,13.4,2.5
2012,6,30,30.1,71,4.3,2.2
2012,7,1,23.5,92,0,2.5
2012,7,2,31.9,69,11.4,3
2012,7,3,24.6,89,0,2.3
2012,7,4,31.6,70,8.4,2.6
2012,7,5,28.5,73,0,2.4
2012,7,6,26.7,91,0.2,2.2
2012,7,7,28.4,80,5.6,4.6
2012,7,8,30.5,68,8.3,3.7
2012,7,9,30.3,70,6.9,2.6
2012,7,10,31,69,12,2.8
2012,7,11,28.5,80,2.5,4.2
2012,7,12,27,93,0,5.6
2012,7,13,30.7,85,1.3,2.7
2012,7,14,32.4,79,1.9,2.8
2012,7,15,32.2,79,5.8,4.7
2012,7,16,32.8,76,4.9,4.6
2012,7,17,35,72,9.5,2.9
2012,7,18,35,68,11.6,2.2
