year,month,day,humidity,temp,sun,wind
2010,5,3,54,25.6,11.4,3.2
2010,5,4,59,26.3,10.1,2.4
2010,5,5,60,26.3,6.9,3.1
2010,5,6,74,23,0,2.9
2010,5,7,50,25.9,6.1,3.9
2010,5,8,41,25.7,12.2,4
2010,5,9,34,27.6,6.7,4
2010,5,10,73,18.1,0,2.5
2010,5,11,72,22.2,2.7,3.3
2010,5,12,54,21.3,8.5,4.8
2010,5,13,52,21.3,10.3,4.3
2010,5,14,51,21.2,6.7,4.2
2010,5,15,47,21.5,10.2,3.4
2010,5,16,53,24.9,9.7,3.1
2010,5,17,57,27,12.2,4.3
2010,5,18,66,25.2,0.8,2.4
2010,5,19,90,20.6,0,0.9
2010,5,20,78,24.3,3.2,1.9
2010,5,21,58,28.1,10.1,2.7
2010,5,22,57,27.8,4.8,3.1
2010,5,23,88,18.5,0,2.5
2010,5,24,68,24.3,2.7,5.3
2010,5,25,62,24.5,2.5,4.1
2010,5,26,65,20.2,0.4,3.5
2010,5,27,57,20.7,3.2,5.2
2010,5,28,54,22.3,8.8,2.5
2010,5,29,41,24.9,10,3.2
2010,5,30,46,24.4,13.6,4.7
2010,5,31,59,23.5,5.7,3
2010,6,1,66,25.6,5.9,3.8
2010,6,2,61,26.8,12.2,3.9
2010,6,3,56,27.4,12.6,3.7
2010,6,4,59,27.2,10.7,3.2
2010,6,5,47,29.3,13.4,3.8
2010,6,6,51,28.8,6.1,3.5
2010,6,7,69,23.9,0,2.9
2010,6,8,65,27.8,6.3,3.3
2010,6,9,55,27.9,13.1,3.6
2010,6,10,52,29.3,13.2,3.2
2010,6,11,50,30.3,12.8,3.4
2010,6,12,56,29.6,9.1,3
2010,6,13,69,24,0,3.1
2010,6,14,62,28.2,8.2,2.9
2010,6,15,84,23.9,0,1.5
2010,6,16,71,29.3,7.6,2.2
2010,6,17,66,30.8,8.3,2.4
2010,6,18,85,24.9,0,2.5
2010,6,19,79,29.5,4.2,2.3
2010,6,20,79,25.3,0,2.8
2010,6,21,78,27,0.4,2.6
2010,6,22,68,30.3,7.7,3.7
2010,6,23,69,28.1,3.1,2.4
2010,6,24,59,30,9.5,3.3
2010,6,25,76,24.2,0,3.2
2010,6,26,89,25.1,0,2.2
2010,6,27,87,27.1,0,2.6
2010,6,28,82,28.9,1,2.2
2010,6,29,80,27.3,0.9,2.8
2010,6,30,78,27.1,0.4,2.1
2010,7,1,70,30.1,8.2,2.3
2010,7,2,78,26.9,0,1.4
2010,7,3,88,25.8,0,2.5
2010,7,4,79,31.3,2.8,2.2
2010,7,5,76,30.9,4.7,2.4
2010,7,6,71,30.9,3.4,2.5
2010,7,7,64,32.1,8.4,2.7
2010,7,8,67,31.3,5.9,2.7
2010,7,9,72,30,2.4,2.8
2010,7,10,71,30.4,3.2,2.8
2010,7,11,80,27.8,0,4.8
2010,7,12,81,29.1,1.2,3.6
2010,7,13,89,25,0,2.6
2010,7,14,88,25.1,0,2.5
2010,7,15,83,27.1,0.5,2
2010,7,16,76,31.1,2.5,2.2
2010,7,17,69,32.3,9.5,2.9
2010,7,18,66,32.7,9,2.8
2010,7,19,67,32.6,6.4,2.7
2010,7,20,63,34.1,11.3,3.2
2010,7,21,63,33.1,11.9,3.2
2010,7,22,66,34,9.7,2.5
2010,7,23,62,34.1,11.1,2.4
2010,7,24,64,34.5,12.2,3.4
2010,7,25,60,35.9,10.6,3.3
2010,7,26,63,33.5,11.3,3.4
2010,7,27,64,32.4,7.5,3.8
2010,7,28,71,29.2,0,3.5
2010,7,29,74,30.9,4.6,3.6
2010,7,30,70,33.4,4.3,3.3
2010,7,31,68,32.8,4.2,3.9
2010,8,1,65,34.3,6.8,3.3
2010,8,2,65,34.5,9.6,2.6
2010,8,3,65,35.8,11,3
2010,8,4,61,35.5,6.9,2.7
2010,8,5,63,35.4,8.8,3.6
2010,8,6,62,35.4,10.9,3.5
2010,8,7,60,34.1,9.5,3.1
2010,8,8,58,34.1,11.9,3.2
2010,8,9,66,35.1,7.7,3.5
2010,8,10,65,34.4,4.8,3.2
2010,8,11,67,32.6,1.3,6.3
2010,8,12,59,35.9,5.1,4.5
2010,8,13,69,31.3,0.1,2.3
2010,8,14,67,34,2.5,2.7
2010,8,15,65,34.8,7.6,3.9
2010,8,16,63,35.2,11.8,3.4
2010,8,17,63,34.9,11.9,2.8
2010,8,18,60,36.4,11.7,2.9
2010,8,19,60,37,12.1,3.4
2010,8,20,60,36.3,11.7,3
2010,8,21,61,35.9,11.2,3.1
2010,8,22,61,36,11.4,2.9
2010,8,23,61,36.1,11.3,2.8
2010,8,24,60,35.9,10.6,2.9
2010,8,25,55,35.7,10.5,3.1
2010,8,26,60,35.2,9.3,3
2010,8,27,59,35.7,6.6,2.8
2010,8,28,56,36.4,11.9,3.6
2010,8,29,62,34.7,7.2,3.4
2010,8,30,65,34.5,4,2.9
2010,8,31,62,36,10.7,2.9
2010,9,1,60,36.3,11.4,3.3
2010,9,2,61,34.4,7.5,2.8
2010,9,3,58,36.6,12.3,3.1
2010,9,4,60,36,10.3,3.5
2010,9,5,61,35.5,10.2,3.6
2010,9,6,59,33.9,5.9,3.9
2010,9,7,72,30.8,0,5.3
2010,9,8,68,32.9,1,4.6
2010,9,9,61,33.2,10,3.3
2010,9,10,61,33,11.3,3
2010,9,11,65,33.8,8.7,3.3
2010,9,12,68,33.5,5.3,3.9
2010,9,13,63,30.4,6.8,3.2
2010,9,14,59,32.2,9.8,3.5
2010,9,15,64,29,0.5,3
2010,9,16,58,33.1,11,4.1
2010,9,17,56,33,11.6,3.5
2010,9,18,55,32.1,11.4,3.8
2010,9,19,59,31.7,10.5,3.3
2010,9,20,69,31.6,5.3,3.2
2010,9,21,71,33.2,8.7,2.8
2010,9,22,73,31,1.3,3.5
2010,9,23,66,26.6,3.1,6.3
2010,9,24,52,27.5,6,6.5
2010,9,25,51,27.1,8.6,6.4
2010,9,26,59,27,3.1,3.3
2010,9,27,75,25.7,1.5,3.4
2010,9,28,64,28.9,9.9,4.2
2010,9,29,51,25.3,4.8,3.2
2010,9,30,70,24.1,2.5,2.6
2011,5,1,68,23.5,1.1,3.7
2011,5,2,52,22.7,8.8,3.1
2011,5,3,60,20.4,0,3.1
2011,5,4,56,21.9,7.8,2.9
2011,5,5,49,23.4,9,3.3
2011,5,6,58,22.2,5.9,3.1
2011,5,7,71,24.6,2.9,3.1
2011,5,8,70,26.6,6.8,2.5
2011,5,9,63,28.4,8.7,4.2
2011,5,10,88,23.8,0,2.9
2011,5,11,91,22,0,2.3
2011,5,12,88,22.3,0,2.1
2011,5,13,49,25.2,10,4
2011,5,14,33,26.3,12.4,5
2011,5,15,45,25.8,11,4.1
2011,5,16,50,25.2,6.7,2.9
2011,5,17,48,23.9,10.3,3.3
2011,5,18,39,25.4,12.8,3.8
2011,5,19,53,26.2,11.2,4.2
2011,5,20,61,27,7,2.8
2011,5,21,71,28.1,4.7,4.3
2011,5,22,68,25.8,3.1,4
2011,5,23,76,19.6,0.1,4.4
2011,5,24,67,24,7.9,3.5
2011,5,25,61,25.8,7.2,3.4
2011,5,26,72,21.2,0,2.4
2011,5,27,80,20.9,0,2.2
2011,5,28,88,20.2,0,1.8
2011,5,29,81,20.3,0,7.2
2011,5,30,60,24.2,6.8,7.3
2011,5,31,64,23.6,1.7,2.7
2011,6,1,76,23.6,2.3,2.4
2011,6,2,73,25.6,4.7,2.1
2011,6,3,69,26.6,9.3,3.1
2011,6,4,64,27.7,9.4,3.5
2011,6,5,72,25.4,2,2.5
2011,6,6,60,28.1,7.2,2.7
2011,6,7,72,23.3,0,2
2011,6,8,78,25.2,2.2,2.6
2011,6,9,71,27.3,5.8,2.9
2011,6,10,81,24.2,0,2.3
2011,6,11,81,26.3,4.4,2.4
2011,6,12,87,22.1,0,1.3
2011,6,13,79,24.3,0.9,2.2
2011,6,14,68,26.2,3.6,2.3
2011,6,15,69,25.7,0,2.5
2011,6,16,86,21.2,0,2.6
2011,6,17,74,26.1,5.9,2.5
2011,6,18,82,24.3,0,1.8
2011,6,19,83,24,0,1.5
2011,6,20,86,24.8,0.1,1.7
2011,6,21,74,29.9,9.1,3
2011,6,22,75,28.9,0,2.9
2011,6,23,74,30.5,3.3,4.3
2011,6,24,70,32.6,7.6,4.5
2011,6,25,67,33.6,6.8,3.3
2011,6,26,71,29.1,0,3.3
2011,6,27,81,28.6,0,6.1
2011,6,28,71,31.1,3.3,2.8
2011,6,29,68,33,9.4,2.8
2011,6,30,67,32.6,6.5,2.8
2011,7,1,81,28.8,1.5,2.7
2011,7,2,73,31.1,6,2.4
2011,7,3,76,29.2,0.3,2.4
2011,7,4,78,27.6,0,4.1
2011,7,5,71,29.7,9.5,2.4
2011,7,6,83,27.6,0.7,2.1
2011,7,7,83,26.6,0,3.2
2011,7,8,76,31,2.2,3.5
2011,7,9,65,32.3,9.6,3.4
2011,7,10,61,34,10.1,2.6
2011,7,11,64,33,8.5,2.9
2011,7,12,61,33.4,9.2,2.7
2011,7,13,64,31.7,3.8,3.2
2011,7,14,63,33.3,11.8,2.8
2011,7,15,63,33.4,13.5,3
2011,7,16,60,34.2,13.4,3
2011,7,17,59,34.9,11,2.9
2011,7,18,62,30.5,0.3,5.3
2011,7,19,63,30,0.1,10
2011,7,20,60,32.7,5.7,9.2
2011,7,21,61,31.6,2.9,4.9
2011,7,22,62,31.1,8.8,3
2011,7,23,60,32,9.8,2.7
2011,7,24,60,32.6,10.7,3.1
2011,7,25,73,29.9,2.2,2.7
2011,7,26,68,31.9,2.9,2.8
2011,7,27,72,30.5,2.1,3.4
2011,7,28,69,32.7,8.5,3.2
2011,7,29,68,32.4,7.5,2.6
2011,7,30,70,30.3,4.1,2.3
2011,7,31,71,31.4,2.7,2.2
2011,8,1,70,33.1,3.5,2.4
2011,8,2,70,33.2,2.9,2.8
2011,8,3,68,33.3,9.1,2.6
2011,8,4,61,33.9,12.8,3.4
2011,8,5,63,34,7.7,3.6
2011,8,6,67,33.2,4.7,2.5
2011,8,7,64,34.7,8.1,3.3
2011,8,8,65,33.6,6.2,3
2011,8,9,66,34.1,8,2.8
2011,8,10,66,34.6,7.3,2.6
2011,8,11,65,34.1,9.5,2.9
2011,8,12,66,33.7,7.5,2.8
2011,8,13,64,35.3,10.8,3.5
2011,8,14,66,33.2,7.5,3.7
2011,8,15,68,32.9,4.2,3.9
2011,8,16,67,32.2,4.7,4.1
2011,8,17,74,30.9,2.5,2.9
2011,8,18,73,30.5,0.9,3.2
2011,8,19,75,29.1,0.4,2
2011,8,20,81,25.1,0,2.1
2011,8,21,81,27.7,2.6,2.5
2011,8,22,82,27.6,0.6,1.7
2011,8,23,86,25.8,0,1.1
2011,8,24,74,30.3,3.2,2
2011,8,25,73,33.3,6.7,3.8
2011,8,26,68,33.4,6.9,2.7
2011,8,27,68,33.4,7.2,3.3
2011,8,28,69,33.2,6.5,3.1
2011,8,29,69,33.5,9.6,2.9
2011,8,30,69,33.2,8.7,3
2011,8,31,65,34.7,8,3.3
2011,9,1,73,34.4,2.5,4.4
2011,9,2,79,27,0,9.6
2011,9,3,72,31.1,1.9,8.5
2011,9,4,64,32.1,6,4.4
2011,9,5,59,31.1,10.1,4.4
2011,9,6,60,29.1,11.8,3.2
2011,9,7,58,29.5,12.2,3.7
2011,9,8,60,30.6,10.3,3.8
2011,9,9,66,31,1.6,3.4
2011,9,10,69,33.4,10.2,3.2
2011,9,11,69,32.5,7.6,2.9
2011,9,12,63,33.5,9.8,2.8
2011,9,13,62,33.5,11.9,3.2
2011,9,14,61,33.1,11.8,3.4
2011,9,15,61,33.5,7.6,2.6
2011,9,16,74,30.2,1.8,2.9
2011,9,17,86,28.4,0.2,2.3
2011,9,18,81,31.3,2,2.2
2011,9,19,77,27.6,2.1,4.8
2011,9,20,82,23,0,6
2011,9,21,64,23.8,0.4,10.1
2011,9,22,49,26.3,11.2,6.5
2011,9,23,53,27.1,11.1,4
2011,9,24,53,26.9,11.5,4
2011,9,25,58,27.6,9.9,3.9
2011,9,26,64,28.1,4.1,3.1
